"season","mnth","day","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","bikers"
1,"March",70,"2",0,5,1,"light rain/snow",0.34,0.3485,1,0.1045,2,3,5
1,"March",70,"3",0,5,1,"cloudy/misty",0.32,0.3333,0.93,0.0896,0,2,2
1,"March",70,"5",0,5,1,"clear",0.3,0.2879,0.81,0.2239,1,6,7
1,"March",70,"6",0,5,1,"clear",0.26,0.2424,0.81,0.2836,1,31,32
1,"March",70,"7",0,5,1,"clear",0.26,0.2576,0.7,0.194,10,104,114
1,"March",70,"8",0,5,1,"clear",0.28,0.2727,0.7,0.2537,15,244,259
1,"March",70,"9",0,5,1,"cloudy/misty",0.3,0.2879,0.61,0.2836,13,143,156
1,"March",70,"10",0,5,1,"cloudy/misty",0.32,0.303,0.57,0.2985,18,60,78
1,"March",70,"11",0,5,1,"cloudy/misty",0.32,0.303,0.57,0.2985,14,67,81
1,"March",70,"12",0,5,1,"cloudy/misty",0.34,0.3182,0.53,0.2537,15,96,111
1,"March",70,"13",0,5,1,"clear",0.36,0.3333,0.53,0.2537,15,92,107
1,"March",70,"14",0,5,1,"cloudy/misty",0.36,0.3333,0.5,0.3582,25,64,89
1,"March",70,"15",0,5,1,"cloudy/misty",0.34,0.3182,0.53,0.2537,21,64,85
1,"March",70,"16",0,5,1,"cloudy/misty",0.34,0.303,0.49,0.2985,18,95,113
1,"March",70,"17",0,5,1,"clear",0.34,0.3182,0.49,0.2239,23,200,223
1,"March",70,"18",0,5,1,"clear",0.32,0.303,0.49,0.3284,19,134,153
1,"March",70,"19",0,5,1,"clear",0.3,0.2727,0.56,0.3284,7,111,118
1,"March",70,"20",0,5,1,"clear",0.3,0.303,0.56,0.1642,6,70,76
1,"March",70,"21",0,5,1,"cloudy/misty",0.3,0.2879,0.52,0.2537,10,43,53
1,"March",70,"22",0,5,1,"clear",0.3,0.303,0.52,0.1642,11,53,64
1,"March",70,"23",0,5,1,"clear",0.3,0.2879,0.52,0.2537,3,34,37
1,"March",71,"0",0,6,0,"clear",0.26,0.2727,0.6,0.1343,4,30,34
1,"March",71,"1",0,6,0,"clear",0.24,0.2273,0.65,0.194,3,15,18
1,"March",71,"2",0,6,0,"clear",0.24,0.2273,0.65,0.194,0,14,14
1,"March",71,"3",0,6,0,"clear",0.24,0.2273,0.65,0.2537,1,6,7
1,"March",71,"4",0,6,0,"clear",0.24,0.2273,0.65,0.2537,0,1,1
1,"March",71,"5",0,6,0,"clear",0.22,0.2273,0.69,0.194,0,2,2
1,"March",71,"6",0,6,0,"clear",0.22,0.2121,0.75,0.2537,2,2,4
1,"March",71,"7",0,6,0,"clear",0.24,0.2273,0.7,0.194,4,19,23
1,"March",71,"8",0,6,0,"clear",0.26,0.2576,0.65,0.1642,9,44,53
1,"March",71,"9",0,6,0,"clear",0.28,0.2879,0.65,0.1045,25,76,101
1,"March",71,"10",0,6,0,"clear",0.32,0.303,0.66,0.2239,21,78,99
1,"March",71,"11",0,6,0,"clear",0.34,0.303,0.49,0.3284,36,83,119
1,"March",71,"12",0,6,0,"clear",0.34,0.3182,0.53,0.2836,51,107,158
1,"March",71,"13",0,6,0,"clear",0.36,0.3333,0.51,0.3582,62,95,157
1,"March",71,"14",0,6,0,"clear",0.4,0.4091,0.5,0.4478,70,96,166
1,"March",71,"15",0,6,0,"clear",0.42,0.4242,0.44,0.4925,81,101,182
1,"March",71,"16",0,6,0,"clear",0.46,0.4545,0.41,0.4478,100,144,244
1,"March",71,"17",0,6,0,"clear",0.46,0.4545,0.44,0.3284,99,114,213
1,"March",71,"18",0,6,0,"clear",0.42,0.4242,0.54,0.1642,54,91,145
1,"March",71,"19",0,6,0,"clear",0.42,0.4242,0.54,0.0896,26,86,112
1,"March",71,"20",0,6,0,"clear",0.4,0.4091,0.58,0.1045,22,64,86
1,"March",71,"21",0,6,0,"clear",0.38,0.3939,0.62,0,36,46,82
1,"March",71,"22",0,6,0,"clear",0.36,0.3788,0.71,0,7,56,63
1,"March",71,"23",0,6,0,"clear",0.38,0.3939,0.66,0.0896,11,38,49
1,"March",72,"0",0,0,0,"clear",0.38,0.3939,0.62,0.1045,3,35,38
1,"March",72,"1",0,0,0,"clear",0.36,0.3485,0.66,0.1343,10,23,33
1,"March",72,"3",0,0,0,"clear",0.34,0.3333,0.76,0.1343,6,17,23
1,"March",72,"4",0,0,0,"clear",0.34,0.3333,0.66,0.1642,4,9,13
1,"March",72,"5",0,0,0,"clear",0.36,0.3485,0.62,0.1343,0,3,3
1,"March",72,"6",0,0,0,"clear",0.34,0.3636,0.66,0,0,2,2
1,"March",72,"7",0,0,0,"clear",0.36,0.3485,0.62,0.194,2,8,10
1,"March",72,"8",0,0,0,"clear",0.4,0.4091,0.5,0.2985,11,23,34
1,"March",72,"9",0,0,0,"clear",0.4,0.4091,0.5,0.4179,8,36,44
1,"March",72,"10",0,0,0,"clear",0.42,0.4242,0.47,0.2537,36,86,122
1,"March",72,"11",0,0,0,"clear",0.44,0.4394,0.41,0.4179,88,93,181
1,"March",72,"12",0,0,0,"clear",0.46,0.4545,0.38,0.3881,74,120,194
1,"March",72,"13",0,0,0,"clear",0.46,0.4545,0.38,0.3881,97,124,221
1,"March",72,"14",0,0,0,"clear",0.46,0.4545,0.41,0.2985,144,106,250
1,"March",72,"15",0,0,0,"clear",0.48,0.4697,0.39,0.3284,149,155,304
1,"March",72,"16",0,0,0,"clear",0.46,0.4545,0.41,0.3881,124,132,256
1,"March",72,"17",0,0,0,"clear",0.44,0.4394,0.41,0.3582,98,143,241
1,"March",72,"18",0,0,0,"clear",0.4,0.4091,0.43,0.3582,55,92,147
1,"March",72,"19",0,0,0,"clear",0.36,0.3333,0.5,0.3582,28,73,101
1,"March",72,"20",0,0,0,"clear",0.32,0.303,0.57,0.2985,23,54,77
1,"March",72,"21",0,0,0,"clear",0.3,0.2879,0.56,0.2537,9,49,58
1,"March",72,"22",0,0,0,"clear",0.3,0.2727,0.56,0.3284,8,29,37
1,"March",72,"23",0,0,0,"clear",0.26,0.2576,0.65,0.2239,5,23,28
1,"March",73,"0",0,1,1,"clear",0.26,0.2727,0.65,0.1045,4,7,11
1,"March",73,"1",0,1,1,"clear",0.26,0.2879,0.65,0.0896,0,1,1
1,"March",73,"2",0,1,1,"clear",0.26,0.2879,0.65,0.0896,0,1,1
1,"March",73,"3",0,1,1,"clear",0.26,0.2727,0.65,0.1343,0,3,3
1,"March",73,"5",0,1,1,"clear",0.24,0.2424,0.7,0.1343,0,8,8
1,"March",73,"6",0,1,1,"clear",0.26,0.2727,0.65,0.1343,1,27,28
1,"March",73,"7",0,1,1,"cloudy/misty",0.28,0.3182,0.61,0,4,84,88
1,"March",73,"8",0,1,1,"cloudy/misty",0.3,0.303,0.56,0.1343,24,217,241
1,"March",73,"9",0,1,1,"clear",0.32,0.303,0.53,0.3284,13,127,140
1,"March",73,"10",0,1,1,"clear",0.34,0.3182,0.42,0.2537,27,57,84
1,"March",73,"11",0,1,1,"clear",0.36,0.3333,0.4,0.2537,26,45,71
1,"March",73,"12",0,1,1,"clear",0.38,0.3939,0.37,0,40,54,94
1,"March",73,"13",0,1,1,"clear",0.38,0.3939,0.36,0.3284,24,51,75
1,"March",73,"14",0,1,1,"cloudy/misty",0.38,0.3939,0.34,0,27,52,79
1,"March",73,"15",0,1,1,"clear",0.38,0.3939,0.37,0.1642,24,77,101
1,"March",73,"16",0,1,1,"clear",0.4,0.4091,0.35,0.1045,27,80,107
1,"March",73,"17",0,1,1,"clear",0.38,0.3939,0.4,0.194,42,229,271
1,"March",73,"18",0,1,1,"clear",0.36,0.3636,0.4,0.1045,25,210,235
1,"March",73,"19",0,1,1,"clear",0.36,0.3485,0.43,0.1343,17,133,150
1,"March",73,"20",0,1,1,"clear",0.34,0.3182,0.46,0.2239,23,106,129
1,"March",73,"21",0,1,1,"clear",0.34,0.3333,0.46,0.1343,5,58,63
1,"March",73,"22",0,1,1,"clear",0.32,0.3333,0.49,0.1045,4,43,47
1,"March",73,"23",0,1,1,"clear",0.32,0.3485,0.53,0,2,17,19
1,"March",74,"0",0,2,1,"clear",0.32,0.3485,0.53,0,7,7,14
1,"March",74,"1",0,2,1,"clear",0.3,0.303,0.62,0.0896,4,6,10
1,"March",74,"2",0,2,1,"clear",0.3,0.303,0.62,0.0896,1,2,3
1,"March",74,"4",0,2,1,"clear",0.24,0.2576,0.75,0.0896,1,1,2
1,"March",74,"5",0,2,1,"clear",0.24,0.2273,0.75,0.194,0,11,11
1,"March",74,"6",0,2,1,"clear",0.22,0.2273,0.8,0.194,3,32,35
1,"March",74,"7",0,2,1,"clear",0.24,0.2424,0.75,0.1642,10,109,119
1,"March",74,"8",0,2,1,"clear",0.26,0.2879,0.7,0.0896,23,259,282
1,"March",74,"9",0,2,1,"cloudy/misty",0.3,0.3333,0.7,0,10,147,157
1,"March",74,"10",0,2,1,"cloudy/misty",0.32,0.3182,0.66,0.194,22,56,78
1,"March",74,"11",0,2,1,"cloudy/misty",0.34,0.3182,0.57,0.2239,27,51,78
1,"March",74,"12",0,2,1,"cloudy/misty",0.36,0.3485,0.5,0.2239,32,70,102
1,"March",74,"13",0,2,1,"cloudy/misty",0.36,0.3333,0.57,0.2836,23,74,97
1,"March",74,"14",0,2,1,"cloudy/misty",0.38,0.3939,0.46,0.2985,14,74,88
1,"March",74,"15",0,2,1,"cloudy/misty",0.38,0.3939,0.43,0.2836,24,66,90
1,"March",74,"16",0,2,1,"cloudy/misty",0.38,0.3939,0.46,0.3284,21,93,114
1,"March",74,"17",0,2,1,"cloudy/misty",0.36,0.3485,0.62,0.194,22,195,217
1,"March",74,"18",0,2,1,"cloudy/misty",0.36,0.3333,0.62,0.2985,18,207,225
1,"March",74,"19",0,2,1,"cloudy/misty",0.34,0.3182,0.71,0.2836,14,138,152
1,"March",74,"20",0,2,1,"cloudy/misty",0.34,0.3182,0.71,0.2836,9,79,88
1,"March",74,"21",0,2,1,"light rain/snow",0.32,0.3333,0.81,0.1045,2,53,55
1,"March",74,"22",0,2,1,"cloudy/misty",0.32,0.3182,0.87,0.1642,1,20,21
1,"March",74,"23",0,2,1,"cloudy/misty",0.32,0.3182,0.87,0.1642,1,17,18
1,"March",75,"0",0,3,1,"light rain/snow",0.3,0.2879,0.93,0.2537,0,8,8
1,"March",75,"1",0,3,1,"light rain/snow",0.3,0.2727,1,0.2985,1,2,3
1,"March",75,"3",0,3,1,"cloudy/misty",0.28,0.2727,1,0.2239,1,2,3
1,"March",75,"4",0,3,1,"cloudy/misty",0.3,0.303,0.93,0.1642,0,1,1
1,"March",75,"5",0,3,1,"cloudy/misty",0.3,0.3182,0.93,0.1045,0,3,3
1,"March",75,"6",0,3,1,"cloudy/misty",0.3,0.3182,0.93,0.1045,1,30,31
1,"March",75,"7",0,3,1,"cloudy/misty",0.3,0.2879,0.93,0.194,10,101,111
1,"March",75,"8",0,3,1,"cloudy/misty",0.32,0.3182,0.93,0,26,227,253
1,"March",75,"9",0,3,1,"cloudy/misty",0.32,0.3333,0.93,0.1343,10,144,154
1,"March",75,"10",0,3,1,"cloudy/misty",0.36,0.3485,0.81,0.1642,19,49,68
1,"March",75,"11",0,3,1,"cloudy/misty",0.36,0.3485,0.81,0.1343,13,62,75
1,"March",75,"12",0,3,1,"cloudy/misty",0.4,0.4091,0.71,0.1045,23,65,88
1,"March",75,"13",0,3,1,"cloudy/misty",0.4,0.4091,0.76,0.1343,18,81,99
1,"March",75,"14",0,3,1,"cloudy/misty",0.4,0.4091,0.76,0.2239,33,67,100
1,"March",75,"15",0,3,1,"cloudy/misty",0.4,0.4091,0.76,0.2537,22,79,101
1,"March",75,"16",0,3,1,"cloudy/misty",0.4,0.4091,0.76,0.1642,30,121,151
1,"March",75,"17",0,3,1,"cloudy/misty",0.44,0.4394,0.54,0.2985,37,216,253
1,"March",75,"18",0,3,1,"cloudy/misty",0.44,0.4394,0.54,0.2239,26,211,237
1,"March",75,"19",0,3,1,"cloudy/misty",0.44,0.4394,0.51,0.3284,18,150,168
1,"March",75,"20",0,3,1,"cloudy/misty",0.42,0.4242,0.54,0.2985,10,111,121
1,"March",75,"21",0,3,1,"cloudy/misty",0.42,0.4242,0.58,0.2836,3,75,78
1,"March",75,"22",0,3,1,"cloudy/misty",0.4,0.4091,0.62,0.3881,11,48,59
1,"March",75,"23",0,3,1,"clear",0.4,0.4091,0.65,0.194,9,18,27
1,"March",76,"0",0,4,1,"clear",0.38,0.3939,0.66,0.2537,4,19,23
1,"March",76,"1",0,4,1,"clear",0.36,0.3485,0.71,0.2239,1,11,12
1,"March",76,"2",0,4,1,"clear",0.34,0.303,0.71,0.2985,3,5,8
1,"March",76,"3",0,4,1,"clear",0.34,0.3333,0.66,0.1642,1,1,2
1,"March",76,"4",0,4,1,"clear",0.34,0.3333,0.71,0.194,0,3,3
1,"March",76,"5",0,4,1,"clear",0.32,0.3333,0.76,0.1045,0,13,13
1,"March",76,"6",0,4,1,"clear",0.32,0.3182,0.76,0.194,4,47,51
1,"March",76,"7",0,4,1,"clear",0.32,0.3333,0.76,0.1343,12,128,140
1,"March",76,"8",0,4,1,"clear",0.36,0.3485,0.66,0.1343,17,282,299
1,"March",76,"9",0,4,1,"clear",0.4,0.4091,0.62,0.2537,23,162,185
1,"March",76,"10",0,4,1,"clear",0.44,0.4394,0.54,0.3284,9,69,78
1,"March",76,"11",0,4,1,"clear",0.44,0.4394,0.54,0.2836,20,66,86
1,"March",76,"12",0,4,1,"clear",0.5,0.4848,0.45,0.2239,24,81,105
1,"March",76,"13",0,4,1,"cloudy/misty",0.52,0.5,0.42,0.0896,26,85,111
1,"March",76,"14",0,4,1,"clear",0.5,0.4848,0.45,0.1045,32,87,119
1,"March",76,"15",0,4,1,"clear",0.52,0.5,0.42,0.2537,30,95,125
1,"March",76,"16",0,4,1,"clear",0.5,0.4848,0.48,0.2836,34,108,142
1,"March",76,"17",0,4,1,"clear",0.5,0.4848,0.42,0.194,48,265,313
1,"March",76,"18",0,4,1,"cloudy/misty",0.46,0.4545,0.59,0.1642,50,260,310
1,"March",76,"19",0,4,1,"clear",0.44,0.4394,0.58,0.194,18,189,207
1,"March",76,"20",0,4,1,"clear",0.42,0.4242,0.67,0.2239,25,112,137
1,"March",76,"21",0,4,1,"clear",0.42,0.4242,0.62,0.2239,19,119,138
1,"March",76,"22",0,4,1,"clear",0.4,0.4091,0.66,0.2239,17,70,87
1,"March",76,"23",0,4,1,"clear",0.42,0.4242,0.62,0.2836,7,43,50
1,"March",77,"0",0,5,1,"clear",0.42,0.4242,0.58,0.2836,5,24,29
1,"March",77,"1",0,5,1,"clear",0.4,0.4091,0.62,0.2537,4,12,16
1,"March",77,"2",0,5,1,"clear",0.4,0.4091,0.62,0.194,5,9,14
1,"March",77,"3",0,5,1,"clear",0.36,0.3485,0.71,0.194,1,4,5
1,"March",77,"5",0,5,1,"clear",0.38,0.3939,0.66,0.1642,2,8,10
1,"March",77,"6",0,5,1,"clear",0.4,0.4091,0.66,0.194,1,35,36
1,"March",77,"7",0,5,1,"clear",0.4,0.4091,0.66,0.194,11,112,123
1,"March",77,"8",0,5,1,"clear",0.42,0.4242,0.67,0.2537,24,256,280
1,"March",77,"9",0,5,1,"clear",0.46,0.4545,0.63,0.2239,18,192,210
1,"March",77,"10",0,5,1,"clear",0.52,0.5,0.53,0.2836,43,74,117
1,"March",77,"11",0,5,1,"clear",0.54,0.5152,0.52,0.2836,55,104,159
1,"March",77,"12",0,5,1,"cloudy/misty",0.56,0.5303,0.49,0.3582,72,123,195
1,"March",77,"13",0,5,1,"clear",0.64,0.6212,0.41,0.2836,57,118,175
1,"March",77,"14",0,5,1,"clear",0.66,0.6212,0.39,0.2537,71,103,174
1,"March",77,"15",0,5,1,"cloudy/misty",0.68,0.6364,0.39,0.3582,62,111,173
1,"March",77,"16",0,5,1,"clear",0.68,0.6364,0.39,0.2836,67,137,204
1,"March",77,"17",0,5,1,"clear",0.7,0.6364,0.37,0.3284,95,237,332
1,"March",77,"18",0,5,1,"clear",0.68,0.6364,0.39,0.1642,84,247,331
1,"March",77,"19",0,5,1,"clear",0.66,0.6212,0.44,0.1343,58,132,190
1,"March",77,"20",0,5,1,"clear",0.62,0.6212,0.46,0.1343,46,103,149
1,"March",77,"21",0,5,1,"clear",0.62,0.6212,0.46,0.1045,22,91,113
1,"March",77,"22",0,5,1,"clear",0.62,0.6212,0.5,0.1642,55,63,118
1,"March",77,"23",0,5,1,"cloudy/misty",0.6,0.6212,0.53,0.2239,26,60,86
1,"March",78,"0",0,6,0,"cloudy/misty",0.6,0.6212,0.53,0.2537,26,50,76
1,"March",78,"1",0,6,0,"cloudy/misty",0.58,0.5455,0.46,0.3582,16,35,51
1,"March",78,"2",0,6,0,"cloudy/misty",0.56,0.5303,0.43,0.2239,5,20,25
1,"March",78,"3",0,6,0,"cloudy/misty",0.54,0.5152,0.39,0.3284,1,7,8
1,"March",78,"4",0,6,0,"clear",0.52,0.5,0.34,0.4179,1,2,3
1,"March",78,"5",0,6,0,"clear",0.52,0.5,0.34,0.4179,0,2,2
1,"March",78,"6",0,6,0,"clear",0.44,0.4394,0.44,0.4179,0,10,10
1,"March",78,"7",0,6,0,"clear",0.4,0.4091,0.5,0.3284,4,9,13
1,"March",78,"8",0,6,0,"clear",0.42,0.4242,0.47,0.4925,11,37,48
1,"March",78,"9",0,6,0,"clear",0.42,0.4242,0.44,0.4627,35,41,76
1,"March",78,"10",0,6,0,"clear",0.44,0.4394,0.38,0.4179,55,85,140
1,"March",78,"11",0,6,0,"clear",0.46,0.4545,0.36,0.4478,90,106,196
1,"March",78,"12",0,6,0,"clear",0.46,0.4545,0.33,0.4179,126,141,267
1,"March",78,"13",0,6,0,"clear",0.5,0.4848,0.34,0.4627,174,127,301
1,"March",78,"14",0,6,0,"clear",0.5,0.4848,0.31,0.4925,168,144,312
1,"March",78,"15",0,6,0,"clear",0.5,0.4848,0.29,0.4179,170,143,313
1,"March",78,"16",0,6,0,"clear",0.5,0.4848,0.31,0.3881,175,129,304
1,"March",78,"17",0,6,0,"clear",0.48,0.4697,0.31,0.3284,138,140,278
1,"March",78,"18",0,6,0,"clear",0.46,0.4545,0.31,0.3284,92,125,217
1,"March",78,"19",0,6,0,"clear",0.44,0.4394,0.33,0.2836,38,116,154
1,"March",78,"20",0,6,0,"clear",0.42,0.4242,0.35,0.2239,39,69,108
1,"March",78,"21",0,6,0,"clear",0.4,0.4091,0.37,0.2985,20,73,93
1,"March",78,"22",0,6,0,"clear",0.4,0.4091,0.37,0.3284,27,45,72
1,"March",78,"23",0,6,0,"clear",0.38,0.3939,0.4,0.2985,13,37,50
1,"March",79,"0",0,0,0,"clear",0.34,0.303,0.49,0.4179,7,33,40
1,"March",79,"1",0,0,0,"clear",0.32,0.2879,0.53,0.3582,2,22,24
1,"March",79,"2",0,0,0,"clear",0.3,0.2879,0.52,0.2836,6,24,30
1,"March",79,"3",0,0,0,"clear",0.28,0.2727,0.56,0.2537,1,11,12
1,"March",79,"4",0,0,0,"clear",0.26,0.2576,0.56,0.2239,2,1,3
1,"March",79,"5",0,0,0,"clear",0.26,0.2576,0.6,0.194,3,6,9
1,"March",79,"6",0,0,0,"clear",0.26,0.2576,0.6,0.2239,1,3,4
1,"March",79,"7",0,0,0,"clear",0.24,0.2273,0.6,0.2239,5,9,14
1,"March",79,"8",0,0,0,"clear",0.28,0.2727,0.56,0.1642,7,30,37
1,"March",79,"9",0,0,0,"clear",0.3,0.303,0.52,0.1343,35,43,78
1,"March",79,"10",0,0,0,"cloudy/misty",0.32,0.3485,0.45,0,55,81,136
1,"March",79,"11",0,0,0,"clear",0.34,0.3485,0.39,0.1045,92,111,203
1,"March",79,"12",0,0,0,"clear",0.36,0.3636,0.4,0.1045,120,108,228
1,"March",79,"13",0,0,0,"clear",0.38,0.3939,0.34,0,88,115,203
1,"March",79,"14",0,0,0,"clear",0.4,0.4091,0.3,0,145,134,279
1,"March",79,"15",0,0,0,"clear",0.4,0.4091,0.32,0.0896,172,136,308
1,"March",79,"16",0,0,0,"clear",0.42,0.4242,0.32,0,92,132,224
1,"March",79,"17",0,0,0,"clear",0.4,0.4091,0.35,0.2836,83,143,226
1,"March",79,"18",0,0,0,"clear",0.38,0.3939,0.4,0.3582,58,98,156
1,"March",79,"19",0,0,0,"clear",0.36,0.3333,0.43,0.2836,21,58,79
1,"March",79,"20",0,0,0,"clear",0.36,0.3333,0.46,0.2836,21,46,67
1,"March",79,"21",0,0,0,"cloudy/misty",0.34,0.3182,0.53,0.2836,10,39,49
1,"March",79,"22",0,0,0,"cloudy/misty",0.34,0.303,0.53,0.3284,8,30,38
1,"March",79,"23",0,0,0,"light rain/snow",0.34,0.303,0.61,0.3881,13,11,24
2,"March",80,"0",0,1,1,"light rain/snow",0.34,0.303,0.66,0.3881,2,11,13
2,"March",80,"1",0,1,1,"cloudy/misty",0.34,0.303,0.71,0.3881,1,6,7
2,"March",80,"2",0,1,1,"cloudy/misty",0.34,0.303,0.71,0.3284,1,5,6
2,"March",80,"3",0,1,1,"cloudy/misty",0.34,0.303,0.71,0.3284,0,1,1
2,"March",80,"5",0,1,1,"clear",0.32,0.303,0.81,0.2985,1,1,2
2,"March",80,"6",0,1,1,"light rain/snow",0.32,0.303,0.76,0.2537,2,30,32
2,"March",80,"7",0,1,1,"light rain/snow",0.3,0.2727,0.87,0.4179,3,15,18
2,"March",80,"8",0,1,1,"cloudy/misty",0.3,0.2727,0.87,0.4179,3,95,98
2,"March",80,"9",0,1,1,"cloudy/misty",0.34,0.303,0.81,0.3284,12,115,127
2,"March",80,"10",0,1,1,"cloudy/misty",0.38,0.3939,0.76,0.3881,17,45,62
2,"March",80,"11",0,1,1,"cloudy/misty",0.42,0.4242,0.71,0.2985,32,47,79
2,"March",80,"12",0,1,1,"cloudy/misty",0.44,0.4394,0.77,0.2537,25,56,81
2,"March",80,"13",0,1,1,"cloudy/misty",0.5,0.4848,0.63,0.2239,35,77,112
2,"March",80,"14",0,1,1,"cloudy/misty",0.54,0.5152,0.64,0.2239,36,65,101
2,"March",80,"15",0,1,1,"cloudy/misty",0.56,0.5303,0.6,0.2239,41,66,107
2,"March",80,"16",0,1,1,"cloudy/misty",0.54,0.5152,0.64,0.2836,29,112,141
2,"March",80,"17",0,1,1,"cloudy/misty",0.54,0.5152,0.64,0.2537,41,231,272
2,"March",80,"18",0,1,1,"cloudy/misty",0.52,0.5,0.72,0.2239,44,232,276
2,"March",80,"19",0,1,1,"clear",0.58,0.5455,0.6,0.4179,22,199,221
2,"March",80,"20",0,1,1,"clear",0.56,0.5303,0.64,0.194,16,106,122
2,"March",80,"21",0,1,1,"clear",0.46,0.4545,0.94,0.194,12,79,91
2,"March",80,"22",0,1,1,"clear",0.46,0.4545,0.88,0.2239,18,60,78
2,"March",80,"23",0,1,1,"clear",0.46,0.4545,0.88,0.0896,8,22,30
2,"March",81,"0",0,2,1,"clear",0.46,0.4545,0.88,0.194,4,7,11
2,"March",81,"1",0,2,1,"clear",0.42,0.4242,1,0.1343,6,13,19
2,"March",81,"2",0,2,1,"clear",0.44,0.4394,0.94,0.0896,0,1,1
2,"March",81,"3",0,2,1,"clear",0.44,0.4394,0.82,0.2239,3,2,5
2,"March",81,"4",0,2,1,"cloudy/misty",0.42,0.4242,0.82,0.1642,0,1,1
2,"March",81,"5",0,2,1,"cloudy/misty",0.4,0.4091,0.87,0.1343,1,11,12
2,"March",81,"6",0,2,1,"clear",0.4,0.4091,0.87,0.2537,2,58,60
2,"March",81,"7",0,2,1,"cloudy/misty",0.4,0.4091,0.76,0.1045,4,132,136
2,"March",81,"8",0,2,1,"cloudy/misty",0.4,0.4091,0.58,0.2985,24,312,336
2,"March",81,"9",0,2,1,"cloudy/misty",0.4,0.4091,0.58,0.4627,19,159,178
2,"March",81,"10",0,2,1,"cloudy/misty",0.44,0.4394,0.54,0.2985,29,95,124
2,"March",81,"11",0,2,1,"clear",0.44,0.4394,0.51,0.3284,22,64,86
2,"March",81,"12",0,2,1,"clear",0.46,0.4545,0.47,0.2537,35,86,121
2,"March",81,"13",0,2,1,"clear",0.5,0.4848,0.45,0.2239,21,85,106
2,"March",81,"14",0,2,1,"clear",0.5,0.4848,0.42,0.3284,30,71,101
2,"March",81,"15",0,2,1,"clear",0.5,0.4848,0.42,0.2239,55,79,134
2,"March",81,"16",0,2,1,"clear",0.5,0.4848,0.42,0.1045,40,125,165
2,"March",81,"17",0,2,1,"clear",0.5,0.4848,0.42,0.1045,42,265,307
2,"March",81,"18",0,2,1,"clear",0.48,0.4697,0.44,0.0896,41,271,312
2,"March",81,"19",0,2,1,"cloudy/misty",0.44,0.4394,0.54,0.2537,22,142,164
2,"March",81,"20",0,2,1,"cloudy/misty",0.44,0.4394,0.54,0.3582,19,116,135
2,"March",81,"21",0,2,1,"cloudy/misty",0.42,0.4242,0.54,0.2836,24,63,87
2,"March",81,"22",0,2,1,"cloudy/misty",0.4,0.4091,0.58,0.2537,13,57,70
2,"March",81,"23",0,2,1,"cloudy/misty",0.4,0.4091,0.58,0.2537,4,28,32
2,"March",82,"0",0,3,1,"light rain/snow",0.36,0.3485,0.71,0.2239,3,8,11
2,"March",82,"1",0,3,1,"light rain/snow",0.34,0.3182,0.76,0.2239,0,7,7
2,"March",82,"2",0,3,1,"light rain/snow",0.34,0.3182,0.76,0.2239,1,1,2
2,"March",82,"3",0,3,1,"cloudy/misty",0.34,0.3182,0.76,0.2537,0,3,3
2,"March",82,"5",0,3,1,"light rain/snow",0.32,0.3182,0.87,0.194,0,10,10
2,"March",82,"6",0,3,1,"cloudy/misty",0.34,0.3182,0.87,0.2537,1,43,44
2,"March",82,"7",0,3,1,"cloudy/misty",0.32,0.303,0.93,0.2239,7,111,118
2,"March",82,"8",0,3,1,"cloudy/misty",0.32,0.3182,0.87,0.194,14,247,261
2,"March",82,"9",0,3,1,"cloudy/misty",0.32,0.303,0.81,0.2537,8,174,182
2,"March",82,"10",0,3,1,"cloudy/misty",0.34,0.3182,0.81,0.2836,15,60,75
2,"March",82,"11",0,3,1,"cloudy/misty",0.34,0.3333,0.87,0.194,18,53,71
2,"March",82,"12",0,3,1,"cloudy/misty",0.34,0.3182,0.87,0.2239,14,73,87
2,"March",82,"13",0,3,1,"light rain/snow",0.34,0.3333,0.87,0.1343,14,94,108
2,"March",82,"14",0,3,1,"cloudy/misty",0.36,0.3636,0.87,0.1045,13,71,84
2,"March",82,"15",0,3,1,"cloudy/misty",0.38,0.3939,0.82,0.2239,11,74,85
2,"March",82,"16",0,3,1,"cloudy/misty",0.4,0.4091,0.76,0.2239,13,123,136
2,"March",82,"17",0,3,1,"cloudy/misty",0.4,0.4091,0.76,0.2239,28,245,273
2,"March",82,"18",0,3,1,"light rain/snow",0.38,0.3939,0.82,0.2537,20,218,238
2,"March",82,"19",0,3,1,"light rain/snow",0.38,0.3939,0.82,0.2537,12,147,159
2,"March",82,"20",0,3,1,"light rain/snow",0.36,0.303,0.87,0.6418,3,72,75
2,"March",82,"21",0,3,1,"light rain/snow",0.32,0.2879,1,0.4179,0,22,22
2,"March",82,"22",0,3,1,"cloudy/misty",0.32,0.3182,0.93,0.1642,6,38,44
2,"March",82,"23",0,3,1,"light rain/snow",0.32,0.3333,0.9,0,2,24,26
2,"March",83,"0",0,4,1,"cloudy/misty",0.32,0.303,0.93,0.2239,0,11,11
2,"March",83,"1",0,4,1,"cloudy/misty",0.3,0.2879,1,0.2239,0,3,3
2,"March",83,"2",0,4,1,"cloudy/misty",0.3,0.2879,1,0.2537,0,6,6
2,"March",83,"3",0,4,1,"cloudy/misty",0.28,0.2727,1,0.194,1,0,1
